census_tract,metres_cadastre,emissions_de_co2,qual_energia,qual_emissions,data_entrada,motiu,us_edifici,zona_climatica,energia_primaria,cost_energia
1707903020,51,32.52,E,C,2025-09-01,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,191.95,15.58
1707901005,60,61.35,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,291.09,15
1707905003,41.3,48.53,F,E,2018-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,231.69,620.69
1707905001,122,37.21,D,D,,Lloguer,Habitatge unifamiliar,D2,176.59,9.11
1707902002,50,30.43,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,156.49,494.54
1707902012,89.41,58.9,E,E,2016-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,278.7,1275.6
1707902005,64,41.99,E,E,2023-09-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,199.23,9.88
1707905003,77,70.82,G,E,2021-01-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,335.5,17.2
1707903007,61.74,38.6,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,184,593.15
1707903013,72.82,54.15,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,256.96,964.31
1707902008,56,38.53,F,E,2016-12-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,186.11,NaN
1707906003,80.15,14.55,D,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,70.93,5.41
1707903011,89,27.2,D,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,128.58,6.55
1707903011,68,55.93,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,265.11,13.61
1707906002,82,26.12,D,D,2019-05-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,123.35,6.27
1707903008,140,39.02,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,201.55,1800.86
1707903011,95.87,37.57,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,178.48,843.47
1707901004,58,61.62,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,363.77,29.52
1707903017,81,61.37,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,290.6,14.88
1707903001,44,60.56,G,E,2021-03-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,357.5,29.01
1707905001,126,55.75,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,264.67,13.09
1707903003,59.7,48.37,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,273.99,1243.75
1707906002,81.59,59.07,E,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,278.94,1155.78
1707902007,106,28.78,E,D,2024-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,136.78,7.08
1707901004,57,53.45,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,253.68,4007.54
1707903002,109,51,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,300.9,2661.96
1707902018,80.65,60.68,E,E,2016-07-01,Lloguer,Terciari,D2,358.22,2344.58
1707902012,174,33,D,F,2023-04-01,Lloguer,Terciari,D2,194.79,15.81
1707903002,64,52.24,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,248.09,12.82
1707902013,72,45.95,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,217.94,807.31
1707904001,14,59.17,G,D,,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,347.53,27.99
1707902020,70,41.82,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,199.2,10.38
1707902003,167.6,35.12,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,185.41,2048.37
1707905003,69,58.01,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,320.39,23.32
1707902021,94,45,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,233.14,14.98
1707902022,51,72.5,G,E,2016-11-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,344.3,NaN
1707905005,152,42.45,E,D,,Compravenda,Habitatge unifamiliar,D2,213.56,12.83
1707904001,31.5,46.05,D,D,2018-02-01,Lloguer,Terciari,D2,233.36,449.35
1707904001,109,76.1,G,F,2021-11-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,359.63,18.31
1707903021,69.7,57.39,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,271.64,956.88
1707906002,89,63.79,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,251.42,12.46
1707902004,61,61.46,F,D,2022-07-01,Lloguer,Terciari,D2,327.84,22.36
1707903013,70,42.32,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,200.9,10.37
1707902005,117,48.77,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,232.24,1415.05
1707903005,55,30.7,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,145.95,415.85
1707903011,68.6,29.57,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,143.09,194.98
1707903015,79,45.91,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,217.18,11.09
1707903007,60,43.68,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,225.33,14.34
1707902012,94,52.49,E,E,2018-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,249.66,1285.12
1707902001,172,47.3,E,E,2016-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,224.1,1974.46
1707903018,63,27.58,E,C,2023-06-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,154.71,11.57
1707901001,76,64.67,G,E,2019-02-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,381.78,30.98
1707903005,73,37.87,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,180.4,9.41
1707902007,80,22.83,D,C,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,118.97,7.74
1707903012,48,25.62,G,E,2025-12-01,Lloguer,Terciari,D2,151.22,12.27
1707901004,55.7,68.46,G,G,,Lloguer,Habitatge individual en bloc d'habitatges,D2,324.7,898.56
1707903002,66.35,25.15,D,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,119.11,404.82
1707902016,185,68.71,E,E,2025-06-01,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,326.79,16.95
1707903020,107,44.82,E,E,,Certificació voluntària,Habitatge unifamiliar,D2,216.89,11.81
1707903001,40,12.31,E,D,2025-06-01,Lloguer,Terciari,D2,58.14,2.95
1707902021,62,69.14,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,327.8,16.85
1707906004,113,58.48,E,E,2024-08-01,Certificació voluntària,Habitatge unifamiliar,D2,277.22,14.25
1707901004,67,28.87,E,D,2024-07-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,151.55,10.01
1707904001,40,32.95,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,155.59,7.9
1707902019,79,48.22,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,228.78,11.78
1707902007,52,21.85,D,E,2024-01-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,103.44,5.3
1707903014,34,30.35,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,144.81,7.58
1707902016,191,27.12,D,D,,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,138.81,8.68
1707902016,145,3.45,A,C,,Certificació voluntària,Habitatge unifamiliar,D2,20.35,1.65
1707903012,124,35.06,C,E,,Compravenda,Terciari,D2,201.09,16.11
1707905005,80,35.65,E,D,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,169.74,8.83
1707903021,103.6,10.69,A,B,2022-08-01,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,50.47,2.56
1707902015,148.8,33.44,D,D,2017-10-01,Compravenda,Habitatge unifamiliar,D2,158.94,1224.77
1707903011,210,50.17,E,E,,Altres (cap de les anteriores opcions),Bloc d'habitatges plurifamiliar,D2,237.13,1268.24
1707906001,54,45.76,F,E,2020-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,228.57,13.5
1707902005,80,52.89,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,250.79,12.9
1707903005,93,42.97,E,E,2019-08-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,203.34,10.4
1707903021,68,71.4,G,G,2020-12-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,337.8,17.25
1707903019,41,27.59,D,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,130.83,6.73
1707903021,78.2,42.43,E,E,2017-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,202.26,810.25
1707903003,90,44.85,E,E,2023-12-01,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,212.09,10.82
1707902004,121,23.97,D,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,95.41,NaN
1707903001,143.2,33.63,E,G,,Compravenda,Terciari,D2,193.45,2159.82
1707904001,43.89,62.08,F,E,2018-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,294.59,2799.96
1707902008,59,42.4,E,E,2021-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,241.71,19.32
1707902005,80,51.07,E,E,2019-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,241.75,12.13
1707902006,58,72.13,G,E,,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,425.83,34.56
1707902003,88.65,35.15,E,E,2017-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,167.1,727.76
1707906001,140,54.94,E,E,,Certificació voluntària,Habitatge unifamiliar,D2,259.99,13.29
1707903010,62.66,19.48,D,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,92,NaN
1707901006,80,63.56,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,300.86,15.39
1707902001,87,25.05,E,D,2022-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,147.87,12
1707902015,162,47.04,E,E,2024-09-01,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,234.78,13.84
1707902017,118,8.34,A,D,2025-12-01,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,49.22,3.99
1707902020,164,40.2,D,D,,Compravenda,Habitatge unifamiliar,D2,190.56,9.79
1707902011,61,51.85,E,E,2019-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,246.29,12.14
1707902006,75,47.27,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,224.52,11.6
1707903004,44.74,27.89,C,E,,Compravenda,Terciari,D2,156.06,519.86
1707903020,72,23.99,E,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,141.63,11.49
1707902013,343,55.39,C,G,,Lloguer,Terciari,D2,282.31,5997.29
1707903001,50,42.95,E,G,2021-10-01,Lloguer,Terciari,D2,253.52,20.57
1707906005,69,49.9,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,236.64,12.17
1707903003,192,10.87,C,B,,Compravenda,Habitatge individual en bloc d'habitatges,D2,64.15,5.21
1707903011,61,41.49,E,E,2025-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,196.45,10.06
1707902010,99,48.51,F,E,2025-11-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,230.08,11.84
1707903021,84,59.26,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,281.04,12.62
1707905002,115,29.28,E,D,,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,172.83,14.03
1707903009,71,49.29,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,254.6,16.25
1707901004,52,67.74,G,E,2019-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,349.38,22.23
1707906004,129,38.91,E,E,,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,201.13,12.85
1707903019,73,63.9,G,G,,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,303.88,15.76
1707903004,66,34.98,E,D,2019-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,166.25,8.61
1707905003,111,56.06,E,E,,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,253.74,11.22
1707901004,52,48.71,G,E,2023-02-01,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,287.58,23.34
1707906002,79,36.22,E,E,2024-06-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,171.27,8.73
1707902008,76,49.63,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,235.02,12.04
1707902011,74,46.99,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,243.4,15.62
1707904002,82,26.51,D,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,135.56,8.46
1707906002,303,41.93,E,E,,Certificació voluntària,Bloc d'habitatges,D2,167.19,5.48
1707903012,82,45.85,E,E,2020-07-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,230.76,13.88
1707901004,91,60.07,E,E,2024-02-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,284.48,14.58
1707903012,75.33,40.2,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,190.5,738.06
1707906002,69.16,58.45,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,276.84,958.42
1707902001,81,34.86,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,175.97,10.66
1707902010,81,65.3,F,E,,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,320.16,18.05
1707905003,41,50.67,D,C,2025-03-01,Certificació voluntària,Terciari,D2,296.58,23.76
1707902003,81,45.3,D,D,2024-05-01,Lloguer,Terciari,D2,234.43,15.02
1707903012,80.87,78.06,G,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,369.51,1529.04
1707902021,72,89.37,G,G,2024-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,423.18,21.67
1707903003,62,43.04,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,234.44,16.64
1707903010,49.06,49.62,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,262.46,530.18
1707902006,67,62.42,F,E,2024-03-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,295.39,15.1
1707902016,148,70.46,E,E,,Compravenda,Habitatge unifamiliar,D2,334.1,2459.84
1707902021,43,50.59,E,E,2024-12-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,240.03,12.37
1707906002,43,58.44,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,277.54,15.48
1707901004,62.86,41.34,E,D,2017-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,221.89,962.92
1707903002,107,28.82,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,170.16,13.81
1707906003,62,59.7,E,E,2018-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,282.75,903.52
1707901001,109,77.07,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,383.99,22.55
1707902011,58.5,58.8,E,C,2016-08-01,Lloguer,Terciari,D2,307.9,1184.58
1707902010,57,61.57,D,F,,Compravenda,Terciari,D2,318.31,20.35
1707903004,102.85,44.7,E,F,2018-02-01,Compravenda,Terciari,D2,263.88,2202.39
1707902013,82,46.12,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,218.98,11.31
1707903012,94,26.12,C,E,2019-10-01,Lloguer,Terciari,D2,154.2,12.51
1707904002,44,49.42,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,257.95,16.83
1707902006,78,52.12,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,247.74,12.83
1707902008,84,55.9,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,265.56,13.73
1707903006,168.38,41.7,E,D,,Compravenda,Habitatge unifamiliar,D2,201.94,1855.69
1707906002,67,42.41,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,210.05,12.16
1707901003,65,49.98,E,E,2024-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,237.43,12.28
1707906003,120,14.11,D,D,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,67.32,3.52
1707902013,86,55.37,E,E,2018-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,275.17,1375.15
1707902011,36.69,53.5,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,315.8,940.42
1707901004,79,69.08,F,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,326.88,16.71
1707903009,63,66.47,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,314.72,16.11
1707903003,65.77,86.12,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,331.76,380.15
1707903020,114,11.85,C,C,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,56.64,2.98
1707903017,51,40.42,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,191.95,9.91
1707903011,79,36.52,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,174.31,9.13
1707903001,143,10.33,C,B,,Compravenda,Habitatge individual en bloc d'habitatges,D2,60.99,4.95
1707902006,60,49.1,E,E,2022-12-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,232.35,11.87
1707903013,69,49.26,E,E,2021-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,247.1,14.75
1707902016,186,33.58,E,E,,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,147.83,5.88
1707903015,58.3,37.3,E,E,2018-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,176.33,523.91
1707902009,64,63.17,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,299.4,15.38
1707902017,93,71.15,E,E,,Compravenda,Habitatge unifamiliar,D2,271.4,17.21
1707902018,96.3,51.3,E,F,,Lloguer,Terciari,D2,303,2367.54
1707903015,83,32.47,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,191.69,15.56
1707902021,250,10.46,C,A,2021-09-01,Altres (cap de les anteriores opcions),Bloc d'habitatges plurifamiliar,D2,61.76,1.25
1707903011,84,50.12,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,237.07,12.1
1707903003,58,30.5,E,D,2016-02-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,144.3,NaN
1707902010,43,61.33,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,290.05,636.4
1707904001,59.46,81.3,G,G,2016-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,384.9,1150.82
1707903009,64.65,56.98,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,270.34,900.09
1707903002,95,73.56,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,348.61,17.89
1707902015,99,56.5,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,267.44,11.95
1707903018,62,30.24,E,D,2021-03-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,143.37,7.37
1707903002,130,34.69,E,D,2024-05-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,168.26,9.22
1707903010,47,36.1,E,E,2023-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,170.85,8.73
1707904002,55,48.5,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,276.59,1169.5
1707906002,109,59.31,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,280.65,14.34
1707902018,81,62.81,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,315.6,18.92
1707902010,36,62.02,F,C,,Compravenda,Terciari,D2,366.15,29.71
1707902021,91.23,63.04,F,E,2018-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,297.91,1383.92
1707902003,94,50.31,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,236.3,12.98
1707905003,64,52.31,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,247.84,12.71
1707903007,59,52.63,E,E,2020-10-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,249.88,12.9
1707903001,34,64.11,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,345.95,24.13
1707901001,73,43.26,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,210.9,144.12
1707906002,128,63.46,E,E,2021-11-01,Certificació voluntària,Habitatge unifamiliar,D2,300.72,15.43
1707903008,95,43.69,E,E,2018-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,207.31,1019
1707902006,220,38.31,F,F,2025-12-01,Compravenda,Terciari,D2,192.57,11.55
1707903002,35,56.47,G,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,333.37,27.05
1707903018,111.3,61.64,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,291.47,1654.49
1707903003,45.02,49.1,F,D,,Lloguer,Terciari,D2,252.5,NaN
1707902011,67,55.69,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,263.75,13.52
1707902005,76,48.21,E,E,2022-01-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,228.95,11.82
1707902003,104,65.49,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,310.49,1659.9
1707902008,155.74,26.97,C,C,,Compravenda,Habitatge unifamiliar,D2,124.48,7.73
1707905001,115,37.6,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,177.93,9.1
1707903018,76,34.11,E,D,2019-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,161.09,7.16
1707906003,90,81.64,G,G,,Compravenda,Habitatge individual en bloc d'habitatges,D2,386.38,19.75
1707902019,98.2,34.71,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,164.27,1008.01
1707901001,33,51.62,D,C,2018-06-01,Compravenda,Terciari,D2,246.95,429.94
1707904001,57,74.61,G,C,,Compravenda,Terciari,D2,413.72,30.33
1707903003,50,41.07,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,224.08,15.96
1707903004,118,75.43,G,G,,Compravenda,Habitatge individual en bloc d'habitatges,D2,356.34,18.12
1707902014,83.28,67.5,E,E,2016-03-01,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,257.7,13602.54
1707905002,54,66.49,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,314.56,16.07
1707903002,93,33.96,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,170.44,10.19
1707901006,73,70.68,F,E,,Compravenda,Habitatge unifamiliar,D2,417.23,33.86
1707903003,98,27.74,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,144.04,394.1
1707903018,86,75.73,G,F,2023-12-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,376.08,21.9
1707902001,69,34.81,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,165.81,8.64
1707902012,93,39.16,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,185.37,877.61
1707903009,60,47.77,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,251.43,16.69
1707906004,97,69.77,E,E,,Compravenda,Habitatge unifamiliar,D2,330.26,1639.09
1707902013,80.34,62.09,F,E,2017-05-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,294.07,1210.79
1707903004,96.05,38.9,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,184.2,886.8
1707903007,60,72.9,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,345.55,17.75
1707905004,96,68.61,E,E,2025-07-01,Compravenda,Habitatge unifamiliar,D2,284.03,19.13
1707906001,116,34.09,D,E,,Lloguer,Habitatge unifamiliar,D2,165.87,9.17
1707902008,70,23.11,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,109.9,377.56
1707906001,62,38.41,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,181.9,9.32
1707902013,48,54.88,E,E,2024-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,261.95,13.73
1707902012,137.2,27.01,E,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,159.45,1775.3
1707902014,56,63.71,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,302.08,869.63
1707902006,55,30.22,E,D,2019-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,143.57,NaN
1707902014,61.9,54.8,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,264.1,NaN
1707902010,38,58.48,F,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,317.1,22.32
1707902003,58,30.41,D,A,2025-01-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,144.85,7.55
1707902021,37,55.74,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,283.59,17.5
1707903016,82.05,72.5,G,F,2016-02-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,343.1,1413.21
1707903008,66.4,66.9,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,323.5,1139.83
1707902004,68,42.62,E,E,2022-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,201.77,10.33
1707903004,108,34.01,D,D,,Lloguer,Terciari,D2,195.12,15.15
1707906004,80,42.7,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,202.97,12.89
1707903014,3151,44.37,E,E,2022-09-01,Sol·licitud d'ajuts,Bloc d'habitatges,D2,220.32,0.48
1707905002,85,25.34,D,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,120.57,6.26
1707901001,36,56.82,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,278.75,15.74
1707903018,100,47.99,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,227.27,11.64
1707903016,94,39.87,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,188.79,9.66
1707903011,73,43.54,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,205.67,10.46
1707902011,146,27.45,D,D,,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,129.71,6.6
1707902008,42,52.44,G,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,278.26,18.78
1707905005,86.5,35.6,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,169.08,118.48
1707902009,373.93,20.54,C,G,,Compravenda,Terciari,D2,121.28,3680.43
1707903021,40,54.05,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,255.72,13.06
1707903014,61,41.3,F,D,,Lloguer,Terciari,D2,207.63,760.04
1707903001,59,28.25,E,C,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,166.8,13.54
1707902010,72,84.64,F,F,2021-09-01,Lloguer,Habitatge unifamiliar,D2,400.66,20.5
1707903008,847,43.56,E,E,2021-03-01,Sol·licitud d'ajuts,Bloc d'habitatges plurifamiliar,D2,211.51,1.06
1707902011,105,26.96,D,D,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,127.9,691.43
1707903009,63,42.51,E,E,2018-04-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,201.64,653.88
1707901001,134,33.91,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,161.59,1050.15
1707903006,64,56.5,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,333.52,27.07
1707902015,52,30.39,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,145.05,395.32
1707903003,123.29,31.32,E,D,2017-12-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,148.11,920.24
1707901002,47,88.5,G,G,,Compravenda,Habitatge individual en bloc d'habitatges,D2,419.03,21.46
1707903009,64,65.25,G,F,2025-11-01,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,362.15,28.59
1707903018,77.56,67.14,F,E,2018-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,317.97,1234.7
1707901004,104,45.4,E,E,2020-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,215.4,11.1
1707901004,521,22.54,E,D,,Sol·licitud d'ajuts,Bloc d'habitatges,D2,133.07,1.35
1707902002,73,58.18,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,288.96,16.84
